customer_id,county,city,segment,age_band,signup_date
C100392,Tipperary,Clonmel,Regular,18-24,2025-08-24
C100393,Kerry,Tralee,New,45-54,2025-03-11
C100394,Dublin,Dublin,Premium,25-34,2025-11-28
C100395,Kildare,Naas,Regular,45-54,2025-04-27
C100396,Waterford,Waterford,Regular,25-34,2025-03-09
C100397,Cork,Cork,Inactive,25-34,2025-12-28
C100398,Kildare,Naas,Premium,45-54,2024-12-19
C100399,Galway,Galway,Regular,25-34,2024-10-03
C100400,Cork,Cork,Regular,35-44,2024-08-23
C100401,Cavan,Cavan,Regular,25-34,2025-06-12
C100402,Mayo,Castlebar,Regular,18-24,2025-04-02
C100403,Dublin,Dublin,Regular,18-24,2025-09-08
C100404,Leitrim,Carrick-on-Shannon,Premium,18-24,2024-08-28
C100405,Westmeath,Athlone,Regular,35-44,2024-12-09
C100406,Cork,Cork,Regular,25-34,2024-08-12
C100407,Waterford,Waterford,New,25-34,2024-12-03
C100408,Dublin,Dublin,Premium,18-24,2025-12-29
C100409,Leitrim,Carrick-on-Shannon,Regular,35-44,2025-11-21
C100410,Wexford,Wexford,Regular,45-54,2025-03-25
C100411,Wexford,Wexford,Regular,35-44,2024-07-30
C100412,Dublin,Dublin,New,55+,2026-01-18
C100413,Laois,Portlaoise,Inactive,18-24,2024-09-03
C100414,Dublin,Dublin,Inactive,18-24,2024-07-31
C100415,Dublin,Dublin,Regular,25-34,2025-02-02
C100416,Dublin,Dublin,Regular,25-34,2025-12-17
C100417,Mayo,Castlebar,Premium,35-44,2025-09-23
C100418,Dublin,Dublin,Regular,35-44,2025-01-02
C100419,Offaly,Tullamore,Inactive,18-24,2025-02-28
C100420,Wexford,Wexford,New,45-54,2024-07-07
C100421,Dublin,Dublin,New,18-24,2024-11-10
C100422,Dublin,Dublin,Regular,35-44,2025-07-08
C100423,Dublin,Dublin,New,25-34,2025-02-08
C100424,Tipperary,Clonmel,Regular,35-44,2026-01-09
C100425,Clare,Ennis,Premium,18-24,2025-02-23
C100426,Dublin,Dublin,New,55+,2025-10-22
C100427,Kilkenny,Kilkenny,Regular,55+,2025-08-11
C100428,Dublin,Dublin,Regular,25-34,2025-04-01
C100429,Clare,Ennis,Premium,25-34,2025-11-04
C100430,Cavan,Cavan,Regular,35-44,2025-11-05
C100431,Mayo,Castlebar,New,35-44,2024-12-10
C100432,Kerry,Tralee,Regular,25-34,2024-11-15
C100433,Waterford,Waterford,Regular,35-44,2025-07-31
C100434,Dublin,Dublin,Premium,45-54,2024-06-17
C100435,Dublin,Dublin,Regular,35-44,2025-07-26
C100436,Dublin,Dublin,New,18-24,2025-02-17
C100437,Meath,Navan,Premium,45-54,2025-09-04
C100438,Louth,Drogheda,Regular,18-24,2024-08-18
C100439,Donegal,Letterkenny,New,18-24,2025-05-12
C100440,Kilkenny,Kilkenny,Regular,55+,2025-04-18
C100441,Dublin,Dublin,Inactive,18-24,2024-06-09
C100442,Wicklow,Bray,Premium,18-24,2025-04-11
C100443,Dublin,Dublin,Regular,25-34,2025-06-29
C100444,Dublin,Dublin,Premium,45-54,2025-01-30
C100445,Kerry,Tralee,Regular,18-24,2025-06-03
C100446,Carlow,Carlow,Regular,25-34,2024-12-13
C100447,Tipperary,Clonmel,Regular,18-24,2025-06-02
C100448,Dublin,Dublin,New,25-34,2024-10-25
C100449,Donegal,Letterkenny,Regular,25-34,2024-11-16
C100450,Dublin,Dublin,Inactive,18-24,2024-07-13
C100451,Laois,Portlaoise,New,55+,2024-07-29
C100452,Kerry,Tralee,Premium,35-44,2024-08-20
C100453,Dublin,Dublin,Regular,45-54,2024-09-22
C100454,Dublin,Dublin,Regular,45-54,2025-08-06
C100455,Dublin,Dublin,New,55+,2024-10-08
C100456,Carlow,Carlow,New,35-44,2024-12-31
C100457,Kildare,Naas,New,25-34,2024-09-13
C100458,Mayo,Castlebar,Regular,45-54,2025-02-10
C100459,Donegal,Letterkenny,Inactive,25-34,2024-10-25
C100460,Limerick,Limerick,Inactive,25-34,2024-12-15
C100461,Dublin,Dublin,New,25-34,2024-07-12
C100462,Roscommon,Roscommon,New,25-34,2025-03-30
C100463,Cork,Cork,New,25-34,2024-11-09
C100464,Limerick,Limerick,Inactive,35-44,2025-06-26
C100465,Kerry,Tralee,New,25-34,2026-01-20
C100466,Wexford,Wexford,New,25-34,2025-03-19
C100467,Sligo,Sligo,Regular,18-24,2025-04-03
C100468,Dublin,Dublin,Regular,45-54,2025-10-12
C100469,Meath,Navan,New,25-34,2024-12-24
C100470,Galway,Galway,Regular,25-34,2024-08-24
C100471,Kildare,Naas,New,35-44,2025-08-07
C100472,Dublin,Dublin,New,45-54,2025-06-25
C100473,Dublin,Dublin,New,25-34,2025-03-09
C100474,Dublin,Dublin,Regular,35-44,2025-01-19
C100475,Cork,Cork,Inactive,18-24,2024-06-18
C100476,Galway,Galway,Regular,55+,2025-05-01
C100477,Tipperary,Clonmel,Premium,25-34,2025-04-25
C100478,Donegal,Letterkenny,Regular,35-44,2025-04-06
C100479,Galway,Galway,Premium,18-24,2024-11-30
C100480,Galway,Galway,Inactive,35-44,2024-08-31
C100481,Dublin,Dublin,Regular,25-34,2025-05-09
C100482,Tipperary,Clonmel,Inactive,25-34,2025-06-08
C100483,Cork,Cork,Regular,35-44,2024-09-12
C100484,Dublin,Dublin,Premium,35-44,2024-08-12
C100485,Galway,Galway,New,25-34,2025-03-17
C100486,Kildare,Naas,Regular,45-54,2024-06-29
C100487,Dublin,Dublin,Regular,18-24,2024-09-25
C100488,Limerick,Limerick,Inactive,25-34,2025-06-17
